Connection/Authentication	user	No		-2147483647	all versions	 The user to connect as 
Networking	useLegacyDatetimeCode	No	true	alpha	5.1.6	 Use code for DATE/TIME/DATETIME/TIMESTAMP handling in result sets and statements that consistently handles time zone conversions from client to server and back again, or use the legacy code for these datatypes that has been in the driver for backwards-compatibility? Setting this property to 'false' voids the effects of "useTimezone," "useJDBCCompliantTimezoneShift," "useGmtMillisForDatetimes," and "useFastDateParsing." 
Networking	useOldAliasMetadataBehavior	No	false	alpha	5.0.4	 Should the driver use the legacy behavior for "AS" clauses on columns and tables, and only return aliases (if any) for ResultSetMetaData.getColumnName() or ResultSetMetaData.getTableName() rather than the original column/table name? In 5.0.x, the default value was true. 
Networking	useOldUTF8Behavior	No	false	alpha	3.1.6	 Use the UTF-8 behavior the driver did when communicating with 4.0 and older servers 
Networking	useOnlyServerErrorMessages	No	true	alpha	3.0.15	 Don't prepend 'standard' SQLState error messages to error messages returned by the server. 
Networking	useSSPSCompatibleTimezoneShift	No	false	alpha	5.0.5	 If migrating from an environment that was using server-side prepared statements, and the configuration property "useJDBCCompliantTimeZoneShift" set to "true", use compatible behavior when not using server-side prepared statements when sending TIMESTAMP values to the MySQL server. 
Networking	useServerPrepStmts	No	false	alpha	3.1.0	 Use server-side prepared statements if the server supports them? 
Networking	useSqlStateCodes	No	true	alpha	3.1.3	 Use SQL Standard state codes instead of 'legacy' X/Open/SQL state codes (true/false), default is 'true' 
Networking	useStreamLengthsInPrepStmts	No	true	alpha	3.0.2	 Honor stream length parameter in PreparedStatement/ResultSet.setXXXStream() method calls (true/false, defaults to 'true')? 
Networking	useTimezone	No	false	alpha	3.0.2	 Convert time/date types between client and server time zones (true/false, defaults to 'false')? This is part of the legacy date-time code, thus the property has an effect only when "useLegacyDatetimeCode=true." 
Networking	useUnbufferedInput	No	true	alpha	3.0.11	 Don't use BufferedInputStream for reading data from the server 
Networking	yearIsDateType	No	true	alpha	3.1.9	 Should the JDBC driver treat the MySQL type "YEAR" as a java.sql.Date, or as a SHORT? 
Networking	zeroDateTimeBehavior	No	exception	alpha	3.1.4	 What should happen when the driver encounters DATETIME values that are composed entirely of zeros (used by MySQL to represent invalid dates)? Valid values are "exception", "round" and "convertToNull". 
High Availability and Clustering	autoReconnect	No	false	0	1.1	 Should the driver try to re-establish stale and/or dead connections? If enabled the driver will throw an exception for a queries issued on a stale or dead connection, which belong to the current transaction, but will attempt reconnect before the next query issued on the connection in a new transaction. The use of this feature is not recommended, because it has side effects related to session state and data consistency when applications don't handle SQLExceptions properly, and is only designed to be used when you are unable to configure your application to handle SQLExceptions resulting from dead and stale connections properly. Alternatively, as a last option, investigate setting the MySQL server variable "wait_timeout" to a high value, rather than the default of 8 hours. 
High Availability and Clustering	autoReconnectForPools	No	false	1	3.1.3	 Use a reconnection strategy appropriate for connection pools (defaults to 'false') 
High Availability and Clustering	failOverReadOnly	No	true	2	3.0.12	 When failing over in autoReconnect mode, should the connection be set to 'read-only'? 
High Availability and Clustering	maxReconnects	No	3	4	1.1	 Maximum number of reconnects to attempt if autoReconnect is true, default is '3'. 
High Availability and Clustering	reconnectAtTxEnd	No	false	4	3.0.10	 If autoReconnect is set to true, should the driver attempt reconnections at the end of every transaction? 
High Availability and Clustering	retriesAllDown	No	120	4	5.1.6	 When using loadbalancing or failover, the number of times the driver should cycle through available hosts, attempting to connect. Between cycles, the driver will pause for 250ms if no servers are available. 
High Availability and Clustering	initialTimeout	No	2	5	1.1	 If autoReconnect is enabled, the initial time to wait between re-connect attempts (in seconds, defaults to '2'). 
High Availability and Clustering	roundRobinLoadBalance	No	false	5	3.1.2	 When autoReconnect is enabled, and failoverReadonly is false, should we pick hosts to connect to on a round-robin basis? 
High Availability and Clustering	queriesBeforeRetryMaster	No	50	7	3.0.2	 Number of queries to issue before falling back to the primary host when failed over (when using multi-host failover). Whichever condition is met first, 'queriesBeforeRetryMaster' or 'secondsBeforeRetryMaster' will cause an attempt to be made to reconnect to the primary host. Setting both properties to 0 disables the automatic fall back to the primary host at transaction boundaries. Defaults to 50. 
High Availability and Clustering	secondsBeforeRetryMaster	No	30	8	3.0.2	 How long should the driver wait, when failed over, before attempting to reconnect to the primary host? Whichever condition is met first, 'queriesBeforeRetryMaster' or 'secondsBeforeRetryMaster' will cause an attempt to be made to reconnect to the master. Setting both properties to 0 disables the automatic fall back to the primary host at transaction boundaries. Time in seconds, defaults to 30 
High Availability and Clustering	allowMasterDownConnections	No	false	2147483647	5.1.27	 By default, a replication-aware connection will fail to connect when configured master hosts are all unavailable at initial connection. Setting this property to 'true' allows to establish the initial connection, by failing over to the slave servers, in read-only state. It won't prevent subsequent failures when switching back to the master hosts i.e. by setting the replication connection to read/write state. 
High Availability and Clustering	allowSlaveDownConnections	No	false	2147483647	5.1.38	 By default, a replication-aware connection will fail to connect when configured slave hosts are all unavailable at initial connection. Setting this property to 'true' allows to establish the initial connection. It won't prevent failures when switching to slaves i.e. by setting the replication connection to read-only state. The property 'readFromMasterWhenNoSlaves' should be used for this purpose. 
High Availability and Clustering	readFromMasterWhenNoSlaves	No	false	2147483647	5.1.38	 Replication-aware connections distribute load by using the master hosts when in read/write state and by using the slave hosts when in read-only state. If, when setting the connection to read-only state, none of the slave hosts are available, an SQLExeception is thrown back. Setting this property to 'true' allows to fail over to the master hosts, while setting the connection state to read-only, when no slave hosts are available at switch instant. 
High Availability and Clustering	replicationEnableJMX	No	false	2147483647	5.1.27	 Enables JMX-based management of load-balanced connection groups, including live addition/removal of hosts from load-balancing pool. 
High Availability and Clustering	selfDestructOnPingMaxOperations	No	0	2147483647	5.1.6	 If set to a non-zero value, the driver will report close the connection and report failure when Connection.ping() or Connection.isValid(int) is called if the connection's count of commands sent to the server exceeds this value. 
High Availability and Clustering	selfDestructOnPingSecondsLifetime	No	0	2147483647	5.1.6	 If set to a non-zero value, the driver will close the connection and report failure when Connection.ping() or Connection.isValid(int) is called if the connection's lifetime exceeds this value (in milliseconds). 
High Availability and Clustering	replicationConnectionGroup	No		alpha	5.1.27	 Logical group of replication connections within a classloader, used to manage different groups independently. If not specified, live management of replication connections is disabled. 
High Availability and Clustering	resourceId	No		alpha	5.0.1	 A globally unique name that identifies the resource that this datasource or connection is connected to, used for XAResource.isSameRM() when the driver can't determine this value based on hostnames used in the URL 
